ASFIS_species,scientific_name,pooled_commodity,ISSCAAP_group,ISSCAAP_division,exvessel_estimated
Black and Caspian Sea sprat,Clupeonella cultriventris,Brisling or sprats,Shads,DIADROMOUS FISHES,1
Allis shad,Alosa alosa,Shads,Shads,DIADROMOUS FISHES,1
American gizzard shad,Dorosoma cepedianum,Shads,Shads,DIADROMOUS FISHES,1
American shad,Alosa sapidissima,Shads,Shads,DIADROMOUS FISHES,1
Bloch's gizzard shad,Nematalosa nasus,Shads,Shads,DIADROMOUS FISHES,1
Blueback shad,Alosa aestivalis,Shads,Shads,DIADROMOUS FISHES,1
Caspian shads,Caspialosa spp,Shads,Shads,DIADROMOUS FISHES,1
Chacunda gizzard shad,Anodontostoma chacunda,Shads,Shads,DIADROMOUS FISHES,1
Chinese gizzard shad,Clupanodon thrissa,Shads,Shads,DIADROMOUS FISHES,1
Diadromous clupeoids nei,Clupeoidei,Shads,Shads,DIADROMOUS FISHES,1
Dotted gizzard shad,Konosirus punctatus,Shads,Shads,DIADROMOUS FISHES,1
Elongate ilisha,Ilisha elongata,Shads,Shads,DIADROMOUS FISHES,1
Gizzard shad nei,Dorosoma spp,Shads,Shads,DIADROMOUS FISHES,1
Hickory shad,Alosa mediocris,Shads,Shads,DIADROMOUS FISHES,1
Hilsa shad,Tenualosa ilisha,Shads,Shads,DIADROMOUS FISHES,1
Indian pellona,Pellona ditchela,Shads,Shads,DIADROMOUS FISHES,1
Pontic shad,Alosa pontica,Shads,Shads,DIADROMOUS FISHES,1
Shads nei,Alosa spp,Shads,Shads,DIADROMOUS FISHES,1
Toli shad,Tenualosa toli,Shads,Shads,DIADROMOUS FISHES,1
Twaite shad,Alosa fallax,Shads,Shads,DIADROMOUS FISHES,1
West African ilisha,Ilisha africana,Shads,Shads,DIADROMOUS FISHES,1
Yellowfin river pellona,Pellona flavipinnis,Shads,Shads,DIADROMOUS FISHES,1
Beluga,Huso huso,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Danube sturgeon(=Osetr),Acipenser gueldenstaedtii,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Fringebarbel sturgeon,Acipenser nudiventris,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Green sturgeon,Acipenser medirostris,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Mississippi paddlefish,Polyodon spathula,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Starry sturgeon,Acipenser stellatus,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Sterlet sturgeon,Acipenser ruthenus,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
Sturgeons nei,Acipenseridae,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
White sturgeon,Acipenser transmontanus,Sturgeons and caviar,"Sturgeons, paddlefishes",DIADROMOUS FISHES,1
[Barbodes balleroides],Barbodes balleroides,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
[Barbus cyclolepis],Barbus cyclolepis,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
[Cyclocheilichthys armatus],Cyclocheilichthys armatus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
[Mystacoleucus padangensis],Mystacoleucus padangensis,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
[Puntioplites waandersi],Puntioplites waandersi,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
[Thynnichthys vaillanti],Thynnichthys vaillanti,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
African scraping feeder,Varicorhinus beso,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Asp,Aspius aspius,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Barbel,Barbus barbus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Beardless barb,Cyclocheilichthys apogon,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Bighead carp,Hypophthalmichthys nobilis,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Black carp,Mylopharyngodon piceus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Bleak,Alburnus alburnus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Buffalofishes nei,Ictiobus spp,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Caspian roach,Rutilus caspicus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Chub,Leuciscus cephalus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Chubs nei,Leuciscus spp,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Clown loach,Chromobotia macracanthus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Common carp,Cyprinus carpio,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Common dace,Leuciscus leuciscus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Common nase,Chondrostoma nasus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Crucian carp,Carassius carassius,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Cyprinids nei,Cyprinidae,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Danube bleak,Chalcalburnus chalcoides,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Freshwater bream,Abramis brama,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Freshwater breams nei,Abramis spp,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Freshwater minnow,Zacco platypus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Goldfish,Carassius auratus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Grass carp(=White amur),Ctenopharyngodon idellus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Hampala barb,Hampala macrolepidota,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Hoven's carp,Leptobarbus hoeveni,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Kinneret bleak,Acanthobrama terraesanctae,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Kutum,Rutilus frisii,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Lake Malawi sardine,Engraulicypris sardella,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Long pectoral-fin minnow,Macrochirichthys macrochirus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Mediterranean barbel,Barbus meridionalis,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Mud carp,Cirrhinus molitorella,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Nilem carp,Osteochilus hasselti,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Orfe(=Ide),Leuciscus idus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Pond loach,Misgurnus anguillicaudatus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Rhinofishes nei,Labeo spp,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
River carpsucker,Carpiodes carpio,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Roach,Rutilus rutilus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Roaches nei,Rutilus spp,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Rudd,Scardinius erythrophthalmus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Semah mahseer,Tor douronensis,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Seven khramulya,Capoeta capoeta,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Sichel,Pelecus cultratus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Signal barb,Labiobarbus festivus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Silver barb,Barbonymus gonionotus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Silver carp,Hypophthalmichthys molitrix,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Silver cyprinid,Rastrineobola argentea,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Silver rasbora,Rasbora argyrotaenia,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Spotted barb,Puntius binotatus,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Suckers nei,Catostomidae,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Tarek,Chalcalburnus tarichi,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Tench,Tinca tinca,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Tinfoil barb,Barbonymus schwanenfeldii,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Vimba bream,Vimba vimba,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Weatherfish,Misgurnus fossilis,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
White bream,Blicca bjoerkna,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
Wuchang bream,Megalobrama amblycephala,Carps,"Carps, barbels and other cyprinids",FRESHWATER FISHES,1
[Auchenoglanis biscutatus],Auchenoglanis biscutatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Brachyplatystoma rousseauxii],Brachyplatystoma rousseauxii,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Chrysichthys platycephalus],Chrysichthys platycephalus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Chrysichthys sianenna],Chrysichthys sianenna,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Chrysichthys stappersii],Chrysichthys stappersii,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Lophiosilurus alexandri],Lophiosilurus alexandri,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Loricaria cataphracta],Loricaria cataphracta,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Mystus nigriceps],Mystus nigriceps,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Pangasius djambal],Pangasius djambal,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Pimelodus albicans],Pimelodus albicans,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Pimelodus maculatus],Pimelodus maculatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Zungaro zungaro],Zungaro zungaro,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
African bullhead,Lophiobagrus cyclurus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Amazon sailfin catfish,Pterygoplichthys pardalis,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Asian redtail catfish,Hemibagrus nemurus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bagrid catfish,Chrysichthys nigrodigitatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Barred sorubim,Pseudoplatystoma fasciatum,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bayad,Bagrus bajad,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Black catfishes nei,Chrysichthys spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Blue catfish,Ictalurus furcatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Brown bullhead,Ameiurus nebulosus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bubu,Auchenoglanis occidentalis,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Butter catfish,Ompok bimaculatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Catfishes nei,Ictalurus spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Channel catfish,Ictalurus punctatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Duckbill catfish,Sorubim lima,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Electric catfish,Malapterurus electricus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Flathead catfish,Pylodictis olivaris,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Freshwater siluroids nei,Siluroidei,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Gilded catfish,Zungaro zungaro,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Glass catfishes,Kryptopterus spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Glass schilbid,Parailia pellucida,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Highwaterman catfish,Hypophthalmus edentatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Kibonde,Chrysichthys brachynema,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Kumakuma,Brachyplatystoma filamentosum,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Laulao catfish,Brachyplatystoma vaillanti,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Loweye catfishes nei,Hypophthalmus spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Manduba,Ageneiosus inermis,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Mudfish,Clarias anguillaris,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Naked catfishes,Bagrus spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
North African catfish,Clarias gariepinus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Pangas catfishes nei,Pangasius spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Pati,Luciopimelodus pati,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Philippine catfish,Clarias batrachus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Porthole shovelnose catfish,Hemisorubim platyrhynchos,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Raphael catfish,Platydoras costatus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Redtail catfish,Phractocephalus hemioliopterus,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Sampa,Heterobranchus longifilis,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Sorubims nei,Pseudoplatystoma spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
South American catfish,Rhamdia quelen,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Spotted sorubim,Pseudoplatystoma corruscans,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Torpedo-shaped catfishes nei,Clarias spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Upsidedown catfishes,Synodontis spp,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Wels(=Som) catfish,Silurus glanis,Catfish,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
South American silver croaker,Plagioscion squamosissimus,Croakers,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Freshwater drum,Aplodinotus grunniens,Drum,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Burbot,Lota lota,Gadiformes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Alestes baremoze],Alestes baremoze,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Alestes spp],Alestes spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Atractosteus spp],Atractosteus spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Brycinus leuciscus],Brycinus leuciscus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Brycon dentex],Brycon dentex,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Brycon orbignyanus],Brycon orbignyanus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Caquetaia kraussii],Caquetaia kraussii,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Chirostoma spp],Chirostoma spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Curimata cyprinoides],Curimata cyprinoides,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Hoplias aimara],Hoplias aimara,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Hoplias microlepis],Hoplias microlepis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Leporellus vittatus],Leporellus vittatus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Leporinus obtusidens],Leporinus obtusidens,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Mastacembelus cunningtoni],Mastacembelus cunningtoni,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Pseudocurimata boulengeri],Pseudocurimata boulengeri,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Schizodon fasciatus],Schizodon fasciatus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Triportheus angulatus],Triportheus angulatus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
[Xenocharax spilurus],Xenocharax spilurus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Aba,Gymnarchus niloticus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
African bonytongue,Heterotis niloticus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
African lungfishes,Protopterus spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
African obscure snakehead,Parachanna obscura,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Aimara,Hoplerythrinus unitaeniatus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Arapaima,Arapaima gigas,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Arawana,Osteoglossum bicirrhosum,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Argentinian silverside,Odontesthes bonariensis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Asian bonytongue,Scleropages formosus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Asian swamp eel,Monopterus albus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Banded astyanax,Astyanax fasciatus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bichique,Sicyopterus lagocephalus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bigeye lates,Lates mariae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bigmouth sleeper,Gobiomorus dormitor,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Bowfin,Amia calva,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Cachama,Colossoma macropomum,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Characins nei,Characidae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Citharinus nei,Citharinus spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Climbing perch,Anabas testudineus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Dagaas (=Kapenta),"Stolothrissa, Limnothrissa spp",Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Dorado,Salminus brasiliensis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Elephantsnout fishes nei,Mormyridae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Elongate tigerfish,Hydrocynus forskahlii,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Fat sleeper,Dormitator maculatus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Fire eel,Mastacembelus erythrotaenia,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Forktail lates,Lates microlepis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Freshwater fishes nei,Osteichthyes,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Freshwater gobies nei,Gobiidae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Freshwater perches nei,Lates spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Gars nei,Lepisosteidae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Giant featherback,Chitala lopis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Giant gourami,Osphronemus goramy,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Grass-eaters nei,Distichodus spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
"Gudgeons, sleepers nei",Eleotridae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Indonesian snakehead,Channa micropeltes,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Kafue pike,Hepsetus odoe,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Kissing gourami,Helostoma temminckii,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Kissing prochilodus,Semaprochilodus insignis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Knifefishes,Notopterus spp,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Lake Tanganyika sardine,Limnothrissa miodon,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Lake Tanganyika sprat,Stolothrissa tanganicae,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Largemouth black bass,Micropterus salmoides,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Machaca,Brycon guatemalensis,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Malayan leaffish,Pristolepis fasciata,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Marbled lungfish,Protopterus aethiopicus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
Marbled swamp eel,Synbranchus marmoratus,Misc. freshwater fishes,Miscellaneous freshwater fishes,FRESHWATER FISHES,1
